Discharge Time (s),Charging time (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),,RUL
919.12,7231.31,3.77,3.702,1218.812,1808.31,,2
914.06,8065.69,3.758,3.81,847.375,1561,,1
949261.22,875200.7,4.209,3.267,48869.988,875200.7,,0
2590.02,10821.98,3.66,3.225,5376,6678.01,,1133
7342.94,10543.36,4.237,3.242,5424.991,6678.02,,1132
7309.44,10471.59,4.239,3.248,5411.008,6656.99,,1131
7298.15,10320.89,4.241,3.251,5404,6650.02,,1130
64732.97,107396.87,4.286,3.253,5396.993,107396.87,,1128
3329.98,5940,3.698,3.485,5074.621154,5940,,1127
6029.98,5940,4.044,3.478,5081.530615,5940,,1126
6029.98,5940,4.046,3.479,5065.71,5940,,1125
6029.98,5940,4.044,3.483,5052.855,5940,,1124
423018.97,429677.93,4.269,3.123,220326.367,429677.93,,1123
8414.98,6140.32,4.032,3.903,1940.352,2913.34,,1122
2263.2,9423.33,4.036,3.37,5202.336,6168.32,,1121
2260.8,9395.36,4.036,3.37,5202.367,6175.36,,1120
2258.4,9388.32,4.037,3.369,5195.328,6168.32,,1119
2256,9381.25,4.038,3.368,5195.234,6161.25,,1118
2253.6,9353.34,4.039,3.368,5188.321,6154.34,,1117
2251.2,9332.29,4.039,3.368,5174.305,6147.3,,1116
2246.4,9360.32,4.039,3.368,5167.328,6140.32,,1115
2244,9304.35,4.039,3.369,5160.352,6126.37,,1114
2241.6,9332.26,4.039,3.369,5153.281,6119.27,,1113
2239.2,9297.34,4.039,3.37,5139.328,6112.32,,1112
2234.41,9292.23,4.039,3.371,5132.321,6105.31,,1111
2234.39,9283.23,4.04,3.371,5125.25,6098.23,,1110
2234.73,9283.33,4.04,3.372,5125.344,6091.33,,1109
2232,9262.31,4.04,3.372,5118.312,6084.3,,1108
2229.61,9276.33,4.04,3.372,5111.328,6077.34,,1107
2227.19,9234.34,4.04,3.372,5100.8365,6070.34,,1106
2224.8,9255.33,4.04,3.373,5097.344,6063.33,,1105
2222.36,9255.33,4.04,3.374,5090.328,6056.31,,1104
2220,9234.33,4.04,3.374,5083.328,6049.34,,1103
2220,9206.33,4.04,3.374,5076.313,6049.34,,1102
2217.59,9248.34,4.04,3.375,5076.312,6042.33,,1101
2215.2,9220.33,4.04,3.376,5069.343,6035.33,,1100
2215.22,9275.03,4.021,3.688,5026.031,5999.03,,1099
2222.38,9269.38,4.038,3.676,5041.375,6014.38,,1098
2222.41,9241.34,4.04,3.379,5076.312,6049.34,,1097
2220,9248.31,4.04,3.376,5076.313,6049.34,,1096
2215.19,9227.34,4.04,3.377,5069.343,6035.34,,1095
2212.78,9227.34,4.04,3.378,5055.344,6028.34,,1094
2210.41,9213.34,4.04,3.378,5048.312,6014.34,,1093
2208,9192.19,4.04,3.379,5041.187,6007.19,,1092
2208,9192.31,4.04,3.379,5034.344,6007.31,,1091
2205.59,9171.38,4.04,3.38,5027.375,6000.38,,1090
2203.19,9157.38,4.04,3.381,5020.344,5993.38,,1089
2200.81,9171.38,4.039,3.381,5013.375,5986.38,,1088
2198.41,9122.31,4.039,3.382,5006.313,5979.28,,1087
2196,9164.34,4.039,3.383,4999.375,5972.34,,1086
2193.59,9136.34,4.039,3.385,4992.343,5965.38,,1085
2193.59,9150.38,4.039,3.383,4992.344,5958.38,,1084
2191.19,9136.38,4.039,3.384,4985.406,5958.41,,1083
2191.91,9129.34,4.039,3.384,4978.312,5951.31,,1082
2188.81,9143.34,4.039,3.385,4978.343,5944.34,,1081
2186.38,9101.41,4.039,3.386,4971.407,5937.41,,1080
2186.44,9122.38,4.038,3.386,4964.375,5930.38,,1079
2184,9157.31,4.038,3.387,4957.313,5930.31,,1078
2184,9115.38,4.038,3.387,4957.375,5923.38,,1077
2181.56,9115.31,4.038,3.387,4950.312,5923.31,,1076
2179.19,9170,4.018,3.709,4914,5887,,1075
205853.38,82440,4.271,3.17,71099.999,82440,,1074
2172,9548.61,3.998,3.398,5207.007,6164.61,,1073
2172,9188.48,4,3.393,4976.48,5912.48,,1072
2172,9188.32,4.001,3.391,4976.32,5912.32,,1071
2172,9152.38,4.001,3.392,4969.183,5912.38,,1070
2172,9152.35,4.001,3.393,4961.952,5912.35,,1069
2172,9152.35,4.001,3.393,4952.355,5912.35,,1068
2160,9116.32,4.001,3.394,4947.52,5912.32,,1067
2160,9152.35,4.001,3.395,4940.352,5876.35,,1066
2160,9116.29,4.001,3.395,4933.089,5876.29,,1065
2160.03,9116.32,4.001,3.395,4928.32,5876.32,,1064
2160,9080.32,4.002,3.396,4922.32,5876.32,,1063
2160,9116.32,4.002,3.397,4916.32,5876.32,,1062
2160,9080.33,4.002,3.396,4911.528,5876.33,,1061
2148,9080.36,4.002,3.397,4904.359,5840.36,,1060
2148,9080.23,4.002,3.398,4904.234,5840.23,,1059
2148,9044.3,4.002,3.399,4892.297,5840.3,,1058
2148,9080.33,4.001,3.4,4889.928,5840.33,,1057
2148,9044.36,4.002,3.4,4882.76,5840.36,,1056
2148,9044.33,4.002,3.4,4880.328,5840.33,,1055
2148,9116.36,4.002,3.4,4875.559,5840.36,,1054
2136,9044.45,4.001,3.402,4868.453,5804.45,,1053
2136,9044.39,4.002,3.403,4868.391,5804.39,,1052
2136,9044.34,4.002,3.402,4861.144,5804.34,,1051
2150.41,9128,4.013,3.731,4816,5789,,1050
2148,9116.31,3.999,3.722,4820.313,5768.31,,1049
2148,9116.31,4.001,3.406,4862.312,5804.31,,1048
2136,9080.31,4.001,3.404,4862.312,5804.31,,1047
2136,9044.31,4.001,3.405,4856.313,5804.31,,1046
2136,9044.34,4.002,3.405,4850.344,5804.34,,1045
2136,9044.34,4.001,3.406,4844.343,5804.34,,1044
2136,9044.19,4.001,3.406,4839.388,5804.19,,1043
2136,9044.34,4.001,3.406,4832.343,5768.34,,1042
2124,9008.31,4,3.407,4825.113,5768.31,,1041
2124,9008.34,4,3.407,4820.344,5768.34,,1040
2124,9008.31,4,3.409,4814.297,5768.31,,1039
2124,9008.34,4.001,3.409,4808.343,5768.34,,1038
2124,9008.22,4.001,3.409,4802.219,5768.22,,1037
2124,9015.5,4,3.409,4796.344,5768.34,,1036
2124,8972.34,4,3.411,4796.344,5732.34,,1035
2123.69,8974.53,3.999,3.411,4791.331,5734.53,,1034
2112,9008.38,4,3.411,4781.975,5732.38,,1033
2120.91,9008.38,3.999,3.412,4778.375,5732.38,,1032
2112,9008.38,3.999,3.412,4772.343,5732.34,,1031
2117.12,8900.38,3.999,3.413,4767.575,5732.38,,1030
2112,8972.31,3.999,3.413,4766.313,5732.31,,1029
2112,8972.19,3.999,3.413,4760.188,5732.19,,1028
2112,8992.81,3.998,3.414,4701.613,5680.81,,1027
2123,9079.06,4.009,3.744,4732,5712,,1026
202900.55,80789.99,4.271,3.229,69480.002,80789.99,,1025
2124,9476.32,3.99,3.407,5048.32,6020.32,,1024
2124,9080.35,3.993,3.416,4784.353,5732.35,,1023
2124,9044.35,3.993,3.414,4790.351,5732.35,,1022
2112,9044.32,3.994,3.415,4784.32,5732.32,,1021
2112,9008.32,3.994,3.416,4781.916,5732.32,,1020
2112,9044.32,3.994,3.417,4774.721,5732.32,,1019
2112,9008.35,3.994,3.416,4767.551,5732.35,,1018
2112,9008.32,3.994,3.418,4760.32,5696.32,,1017
2112,9008.32,3.994,3.418,4753.12,5696.32,,1016
2110.17,9008.32,3.994,3.419,4745.92,5696.32,,1015
2100,9008.32,3.994,3.419,4738.72,5696.32,,1014
2100,8972.29,3.994,3.42,4731.482,5696.28,,1013
2100,9008.31,3.994,3.42,4730.312,5660.31,,1012
2100,9008.28,3.995,3.421,4724.281,5660.28,,1011
2100,9008.34,3.995,3.421,4717.144,5660.34,,1010
2088,8972.39,3.994,3.422,4706.39,5660.39,,1009
2088,8961.89,3.994,3.423,4700.36,5660.36,,1008
2088,8972.36,3.994,3.423,4694.359,5624.36,,1007
2088,8972.34,3.995,3.424,4688.343,5624.34,,1006
2088,8972.34,3.994,3.424,4682.344,5624.34,,1005
2088,8972.36,3.995,3.424,4676.359,5624.36,,1004
2088,8972.34,3.995,3.426,4673.944,5624.34,,1003
2076,8936.33,3.995,3.426,4664.329,5624.33,,1002
2090.38,9023.03,4.006,3.763,4613,5586.03,,1001
2088,9044.34,3.991,3.755,4616.344,5588.34,,1000
2088,8972.34,3.994,3.429,4666.744,5624.34,,999
2075.97,8936.34,3.993,3.428,4670.343,5624.34,,998
2076,8936.38,3.994,3.427,4659.575,5624.38,,997
2076,8972.31,3.993,3.428,4652.312,5588.31,,996
2076,8936.28,3.993,3.428,4645.081,5588.28,,995
2076,8900.31,3.993,3.43,4637.913,5588.31,,994
2076,8900.34,3.993,3.43,4630.744,5588.34,,993
2075.38,8936.31,3.993,3.429,4628.312,5588.31,,992
2064,8900.31,3.993,3.431,4622.312,5552.31,,991
2064,8900.31,3.992,3.431,4616.313,5552.31,,990
2064,8864.22,3.992,3.432,4604.219,5552.22,,989
2064,8900.34,3.992,3.433,4598.344,5552.34,,988
2064,8900.34,3.992,3.433,4592.343,5552.34,,987
2052,8864.28,3.992,3.435,4587.481,5552.28,,986
2052,8900.34,3.992,3.434,4586.343,5516.34,,985
2052,8900.38,3.992,3.433,4580.375,5516.38,,984
2052,8900.22,3.992,3.435,4574.218,5516.22,,983
2052,8864.34,3.992,3.435,4568.344,5516.34,,982
2052,8864.31,3.992,3.437,4565.912,5516.31,,981
2052,8864.38,3.991,3.436,4562.375,5516.38,,980
2052,8900.31,3.991,3.438,4556.312,5516.31,,979
2040,8864.38,3.991,3.437,4550.375,5480.38,,978
2054.44,8946,4.002,3.772,4494,5467,,977
2064,8972.35,3.984,3.777,4450.752,5444.35,,976
2064,8936.35,3.986,3.437,4592.353,5516.35,,975
2064,8936.32,3.986,3.435,4592.321,5552.32,,974
2052,8936.32,3.986,3.436,4587.521,5516.32,,973
2060.29,8936.35,3.987,3.436,4580.351,5516.35,,972
2052,8900.35,3.987,3.436,4573.151,5516.35,,971
2052,8900.35,3.987,3.437,4565.952,5516.35,,970
2052,8900.22,3.986,3.437,4558.619,5516.22,,969
2040,8900.32,3.987,3.438,4550.32,5480.32,,968
2040,8900.32,3.986,3.438,4544.32,5480.32,,967
2040,8936.35,3.987,3.439,4537.152,5480.35,,966
2040,8900.35,3.987,3.439,4529.951,5480.35,,965
2040,8900.31,3.988,3.441,4522.713,5480.31,,964
2040,8902.62,3.988,3.441,4522.625,5446.62,,963
2028,8900.31,3.988,3.441,4508.313,5444.31,,962
2028,8900.33,3.988,3.443,4508.328,5444.33,,961
2028,8900.33,3.988,3.443,4496.328,5444.33,,960
2028,8864.25,3.988,3.443,4490.25,5444.25,,959
2028,8900.22,3.988,3.443,4484.219,5408.22,,958
2028,8864.34,3.988,3.444,4478.344,5408.34,,957
2028,8864.44,3.988,3.445,4472.437,5408.44,,956
2016,8828.48,3.988,3.445,4465.284,5408.48,,955
2016,8828.33,3.988,3.446,4460.328,5408.33,,954
2028,8946.03,3.999,3.779,4403,5376,,953
2016,8936.31,3.985,3.772,4400.312,5372.31,,952
2028,8864.38,3.988,3.45,4460.375,5408.38,,951
2016,8864.25,3.987,3.447,4465.05,5408.25,,950
2016,8828.31,3.987,3.447,4454.313,5408.31,,949
2016,8828.34,3.987,3.448,4448.344,5372.34,,948
2016,8828.34,3.987,3.448,4442.344,5372.34,,947
2016,8828.34,3.987,3.448,4436.344,5372.34,,946
2004,8792.28,3.987,3.449,4429.081,5372.28,,945
2004,8828.28,3.986,3.45,4421.881,5372.28,,944
2012.78,8843.47,3.987,3.45,4418.344,5372.34,,943
2004,8828.28,3.986,3.451,4412.282,5372.28,,942
2004,8792.31,3.986,3.451,4406.312,5336.31,,941
2004,8843.28,3.986,3.452,4400.25,5336.25,,940
2004,8828.25,3.986,3.453,4393.05,5336.25,,939
1992,8792.22,3.986,3.453,4388.219,5336.22,,938
1992,8828.34,3.985,3.453,4382.344,5336.34,,937
1992,8828.22,3.986,3.454,4378.619,5336.22,,936
1992,8792.31,3.986,3.454,4376.312,5300.31,,935
1992,8792.34,3.985,3.454,4371.544,5300.34,,934
1992,8756.31,3.985,3.456,4364.312,5300.31,,933
1992,8756.34,3.984,3.455,4364.344,5300.34,,932
1992,8756.25,3.985,3.456,4358.25,5300.25,,931
1980,8792.31,3.984,3.456,4352.313,5300.31,,930
1989.56,8869,3.994,3.785,4284,5250,,929
200351.9,78270.02,4.268,3.274,66990.016,78270.02,,928
2004,9476.38,3.973,3.449,4767.584,5768.38,,927
2004,8864.32,3.977,3.46,4394.32,5336.32,,926
2004,8864.35,3.977,3.458,4412.354,5336.35,,925
2004,8864.32,3.978,3.458,4406.32,5336.32,,924
2004,8864.32,3.978,3.459,4400.32,5336.32,,923
2004,8828.32,3.979,3.459,4400.321,5336.32,,922
2004,8828.29,3.979,3.459,4393.089,5336.29,,921
1992,8864.32,3.979,3.459,4382.32,5300.32,,920
1992,8828.38,3.978,3.459,4376.383,5300.38,,919
1992,8828.19,3.979,3.461,4370.195,5300.19,,918
1992,8828.29,3.979,3.46,4358.289,5300.29,,917
1992,8828.35,3.979,3.461,4352.352,5300.35,,916
1980,8792.28,3.979,3.461,4349.881,5264.28,,915
1980.03,8792.33,3.98,3.461,4342.728,5264.33,,914
1980,8828.26,3.98,3.461,4335.465,5264.26,,913
1980,8828.28,3.98,3.462,4328.281,5264.28,,912
1980,8792.36,3.98,3.462,4321.16,5264.36,,911
1968,8792.33,3.98,3.463,4313.928,5228.33,,910
1968,8794.69,3.98,3.466,4306.687,5230.69,,909
1968,8792.23,3.98,3.464,4298.235,5228.23,,908
1968,8792.34,3.98,3.464,4292.344,5228.34,,907
1968,8792.39,3.98,3.465,4285.19,5228.39,,906
1968,8720.3,3.98,3.465,4280.297,5228.3,,905
1968,8869,3.99,3.788,4214.031,5180,,904
1968,8828.34,3.977,3.782,4205.943,5156.34,,903
1968,8756.34,3.979,3.469,4274.343,5192.34,,902
1968,8792.31,3.979,3.467,4280.312,5228.31,,901
1968,8756.34,3.979,3.467,4274.343,5192.34,,900
1956,8720.31,3.979,3.467,4263.513,5192.31,,899
1956,8720.34,3.979,3.468,4256.344,5192.34,,898
1956,8756.34,3.978,3.468,4249.144,5192.34,,897
1956,8756.34,3.978,3.469,4241.944,5192.34,,896
1956,8720.31,3.978,3.469,4238.313,5156.31,,895
1956,8720.31,3.978,3.47,4234.712,5156.31,,894
1944,8764.66,3.978,3.47,4227.544,5156.34,,893
1944,8756.34,3.978,3.469,4220.344,5156.34,,892
1944,8720.31,3.977,3.47,4220.312,5156.31,,891
1944,8684.34,3.978,3.47,4208.344,5156.34,,890
1944,8684.31,3.977,3.47,4205.912,5156.31,,889
1944,8684.31,3.977,3.472,4198.712,5120.31,,888
1944,8720.34,3.977,3.472,4196.344,5120.34,,887
1932,8684.34,3.977,3.472,4191.544,5120.34,,886
1932,8684.25,3.977,3.472,4190.25,5120.25,,885
1932,8684.28,3.976,3.472,4184.281,5120.28,,884
1932,8720.31,3.976,3.473,4177.143,5120.34,,883
1932,8684.31,3.976,3.474,4169.913,5084.31,,882
1932,8720.31,3.975,3.475,4166.312,5084.31,,881
1929.62,8792,3.984,3.793,4081,5047,,880
1932,8756.29,3.967,3.788,4069.087,5012.29,,879
1932,8720.32,3.969,3.477,4155.519,5084.32,,878
1932,8720.35,3.972,3.474,4162.752,5084.35,,877
1932,8720.32,3.973,3.474,4169.918,5084.32,,876
1932,8684.35,3.973,3.472,4169.952,5084.35,,875
1932,8720.35,3.973,3.473,4162.755,5084.35,,874
1932,8720.38,3.973,3.473,4160.379,5084.38,,873
1932,8720.23,3.973,3.473,4154.226,5084.23,,872
1920,8720.26,3.973,3.473,4148.257,5084.26,,871
1920,8684.35,3.973,3.473,4141.152,5084.35,,870
1920,8720.32,3.974,3.475,4136.32,5048.32,,869
1920,8720.35,3.974,3.474,4130.351,5048.35,,868
1920,8756.34,3.974,3.475,4126.744,5048.34,,867
1920,8720.36,3.974,3.475,4124.359,5048.36,,866
1920,8758.66,3.975,3.475,4118.313,5048.31,,865
1920,8756.36,3.975,3.476,4112.36,5048.36,,864
1920,8720.34,3.975,3.476,4105.144,5048.34,,863
1908,8720.33,3.974,3.477,4100.328,5012.33,,862
1908,8756.22,3.974,3.477,4094.218,5012.22,,861
1908,8684.31,3.973,3.478,4088.312,5012.31,,860
1908,8695.27,3.973,3.479,4082.313,5012.31,,859
1908,8684.36,3.973,3.479,4076.36,5012.36,,858
1908,8684.3,3.973,3.478,4076.297,5012.3,,857
1905.59,8736,3.981,3.796,4004,4963,,856
1908,8684.34,3.97,3.791,3989.944,4940.34,,855
1908,8684.31,3.97,3.483,4070.313,5012.31,,854
1908,8648.34,3.972,3.482,4064.344,4976.34,,853
1908,8648.31,3.971,3.481,4070.312,5012.31,,852
1896,8648.31,3.972,3.481,4069.112,5012.31,,851
1896,8648.34,3.971,3.482,4058.344,4976.34,,850
1895.97,8612.34,3.97,3.483,4047.544,4976.34,,849
1896,8648.38,3.97,3.484,4046.375,4976.38,,848
1896,8648.34,3.97,3.483,4040.344,4976.34,,847
1896,8612.19,3.97,3.485,4034.187,4976.19,,846
1884,8612.5,3.97,3.485,4033.3,4976.5,,845
1884,8576.31,3.97,3.485,4025.913,4940.31,,844
1884,8648.31,3.969,3.485,4022.312,4940.31,,843
1884,8648.38,3.969,3.485,4016.375,4940.38,,842
1884,8612.31,3.97,3.485,4011.513,4940.31,,841
1884,8612.5,3.969,3.487,4010.5,4940.5,,840
1885.41,8650.5,3.969,3.486,4006.5,4942.5,,839
1884,8612.34,3.969,3.487,3998.344,4904.34,,838
1872,8612.41,3.969,3.487,3997.206,4904.41,,837
1872,8612.34,3.968,3.487,3989.944,4904.34,,836
1871.97,8612.34,3.968,3.487,3986.344,4904.34,,835
1872,8576.28,3.968,3.486,3980.281,4904.28,,834
1872,8612.38,3.966,3.487,3975.575,4904.38,,833
1869.62,8687,3.974,3.8,3885,4844,,832
198528.87,75809.98,4.265,3.282,64619.998,75809.98,,831
1896,9620.42,3.961,3.489,4486.816,5516.42,,830
1908,8684.38,3.966,3.491,4076.385,5012.38,,829
1908,8684.32,3.967,3.49,4097.92,5012.32,,828
1908,8684.23,3.967,3.488,4100.227,5012.23,,827
1908,8684.35,3.968,3.487,4100.351,5012.35,,826
1908,8648.35,3.967,3.487,4097.952,5012.35,,825
1908,8684.35,3.968,3.487,4088.348,5012.35,,824
1908,8684.35,3.969,3.487,4083.552,5012.35,,823
1896,8684.32,3.968,3.487,4076.321,5012.32,,822
12,5.98,3.066,3.489,98.69599999,5.98,,821
1908,8720.23,3.974,3.483,4141.027,5048.23,,820
1896,8684.35,3.97,3.481,4097.952,5012.35,,819
1896,8648.32,3.97,3.487,4058.32,4976.32,,818
1884,8648.33,3.97,3.489,4047.528,4976.33,,817
1884,8695.58,3.97,3.488,4040.359,4940.36,,816
1884,8684.23,3.97,3.489,4028.234,4940.23,,815
1884,8648.36,3.97,3.489,4022.36,4940.36,,814
12,5.98,3.066,3.489,92.14628568,5.98,,813
1884,8720.31,3.97,3.488,4082.337833,5012.34,,812
1884,8648.33,3.97,3.49,4004.328,4940.33,,811
1872,8612.22,3.97,3.491,3997.019,4904.22,,810
1872,8576.39,3.969,3.49,3989.991,4904.39,,809
1872,8612.31,3.969,3.491,3982.713,4904.31,,808
1862.39,8673,3.972,3.795,3927.015,4879.01,,807
1860,8612.31,3.964,3.794,3866.312,4796.31,,806
1848,8684.28,3.96,3.499,3944.282,4868.28,,805
1860,8612.31,3.965,3.502,3908.313,4832.31,,804
1872,8576.34,3.968,3.496,3950.344,4868.34,,803
1860,8612.34,3.968,3.494,3956.344,4868.34,,802
1860,8612.38,3.968,3.493,3953.975,4868.38,,801
1860,8576.38,3.967,3.494,3944.375,4868.38,,800
1863.94,8576.31,3.967,3.495,3938.312,4868.31,,799
1860,8576.34,3.967,3.495,3932.343,4832.34,,798
1848,8576.31,3.967,3.495,3926.312,4832.31,,797
1848,8576.38,3.967,3.496,3920.375,4832.38,,796
1848,8540.34,3.967,3.495,3914.344,4832.34,,795
1848,8576.25,3.966,3.496,3908.25,4832.25,,794
1848,8540.31,3.967,3.496,3908.313,4832.31,,793
1848,8576.28,3.966,3.497,3896.281,4832.28,,792
1848,8576.31,3.966,3.497,3890.312,4796.31,,791
1836,8576.31,3.965,3.497,3889.113,4796.31,,790
1836,8540.28,3.965,3.498,3878.281,4796.28,,789
1836,8540.31,3.964,3.499,3872.313,4796.31,,788
1836,8540.34,3.965,3.498,3867.544,4796.34,,787
1836,8504.34,3.964,3.499,3860.344,4760.34,,786
1836,8540.31,3.964,3.498,3860.312,4760.31,,785
1836,8540.38,3.963,3.499,3854.375,4760.38,,784
1821.62,8631,3.967,3.799,3780,4732,,783
1836,8684.35,3.955,3.803,3656.352,4616.35,,782
1836,8612.22,3.959,3.502,3872.223,4796.22,,781
1836,8587.94,3.96,3.499,3884.353,4796.35,,780
1836,8576.35,3.96,3.498,3881.95,4796.35,,779
1836,8576.32,3.96,3.499,3878.32,4796.32,,778
1836,8612.32,3.961,3.498,3872.32,4796.32,,777
1836,8612.32,3.961,3.498,3860.316,4760.32,,776
1836,8576.36,3.962,3.498,3854.359,4760.36,,775
1824,8648.32,3.963,3.499,3845.92,4760.32,,774
1832.45,8612.35,3.963,3.499,3836.352,4760.35,,773
1824,8576.35,3.963,3.5,3830.351,4724.35,,772
1824,8540.32,3.963,3.502,3818.32,4724.32,,771
1764,5.98,3.953,4.379,-113.584,5.98,,754
1788,8504.36,3.959,3.51,3722.359,4652.36,,753
1788,8432.31,3.958,3.509,3716.312,4616.31,,752
1788,8468.31,3.958,3.51,3710.312,4616.31,,751
1788,8468.28,3.958,3.51,3709.081,4616.28,,750
1788,8432.22,3.958,3.511,3701.819,4616.22,,749
1788,8468.31,3.957,3.51,3698.313,4616.31,,748
1776,8468.31,3.957,3.51,3692.312,4616.31,,747
1776,8432.31,3.957,3.511,3686.307833,4580.28,,746
1776,8396.22,3.956,3.511,3680.219,4580.22,,745
1776,8468.22,3.956,3.511,3674.218,4580.22,,744
1776,8432.38,3.956,3.512,3673.175,4580.38,,743
1776,8432.33,3.956,3.513,3673.128,4580.33,,742
1776,8468.33,3.956,3.512,3668.328,4580.33,,741
1776,8432.34,3.956,3.512,3662.343,4580.34,,740
1776,8470.31,3.955,3.512,3658.713,4580.31,,739
1764,8432.38,3.955,3.512,3651.575,4544.38,,738
1764,8432.31,3.953,3.512,3650.313,4544.31,,737
1759.19,8652,3.958,3.812,3507,4466.03,,736
196804.51,74249.98,4.261,3.291,63089.981,74249.98,,735
186659.01,75120,4.262,3.158,63869.98,75120,,734
1800,9980.35,3.948,3.477,4220.352,5264.35,,733
1802.46,8612.29,3.95,3.524,3737.888,4652.29,,732
1800,8540.32,3.951,3.524,3745.12,4652.32,,731
1801.89,8528,3.951,3.523,3745.149,4652.35,,730
1800,8504.35,3.951,3.522,3740.352,4652.35,,729
1800,8576.35,3.952,3.522,3737.955,4652.35,,728
1788,8576.35,3.952,3.521,3734.351,4652.35,,727
1788,8576.35,3.952,3.52,3728.351,4616.35,,726
1788,8540.32,3.952,3.52,3722.32,4616.32,,725
1788,8576.26,3.953,3.52,3716.289,4616.26,,724
1788,8576.32,3.953,3.52,3710.32,4616.32,,723
1776,8504.35,3.953,3.521,3698.351,4580.35,,722
1776,8540.32,3.953,3.521,3692.32,4580.32,,721
1776,8504.33,3.952,3.523,3680.328,4580.33,,720
1764,8432.36,3.952,3.522,3665.96,4544.36,,719
1764,8468.36,3.953,3.523,3656.36,4544.36,,718
1764,8468.31,3.951,3.523,3650.312,4544.31,,717
1764,8468.36,3.951,3.523,3632.359,4544.36,,716
1752,8432.34,3.951,3.524,3622.743,4508.34,,715
1752,8432.31,3.949,3.525,3620.313,4508.31,,714
1740,8468.31,3.944,3.525,3593.912,4472.31,,713
1728,8468.34,3.943,3.529,3543.543,4436.34,,712
1728,8432.33,3.94,3.531,3521.928,4400.33,,711
1730.41,8610.02,3.947,3.817,3402.016,4354.02,,710
1728,8540.25,3.938,3.813,3399.45,4328.25,,709
1728,8504.31,3.939,3.533,3512.312,4400.31,,708
1728,8468.34,3.938,3.534,3500.344,4400.34,,707
1716,8468.31,3.939,3.534,3488.312,4364.31,,706
1716,8432.34,3.939,3.534,3478.744,4364.34,,705
1716,8434,3.938,3.534,3470.312,4364.31,,704
1716,8432.31,3.94,3.534,3458.313,4364.31,,703
1728,8324.34,3.947,3.533,3488.344,4400.34,,702
1728,8360.28,3.947,3.529,3529.081,4436.28,,701
1728,8360.31,3.948,3.528,3529.112,4436.31,,700
1728,8360.25,3.948,3.528,3518.25,4436.25,,699
1728,8360.31,3.947,3.528,3514.712,4400.31,,698
1716,8360.31,3.946,3.529,3512.312,4400.31,,697
1723.22,8396.34,3.946,3.529,3500.344,4400.34,,696
1716,8373.22,3.946,3.53,3493.081,4400.28,,695
1716,8396.34,3.946,3.53,3482.343,4364.34,,694
1704,8324.34,3.945,3.53,3476.344,4364.34,,693
1704,8360.28,3.945,3.531,3470.282,4364.28,,692
1704,8360.31,3.945,3.531,3464.312,4364.31,,691
1704,8360.28,3.944,3.531,3457.081,4364.28,,690
1704,8360.31,3.944,3.532,3449.9002,4328.31,,689
1770.78,8288.31,3.945,3.531,3446.313,4328.31,,688
1752,8540.34,3.941,3.502,3632.343,4544.34,,687
1704,8764,3.95,3.811,3479,4431,,686
1704,8756.32,3.939,3.825,3205.12,4184.32,,685
1692,8540.38,3.937,3.555,3446.384,4328.38,,684
1692,8432.35,3.935,3.539,3404.353,4292.35,,683
1704,8396.32,3.941,3.538,3413.932,4292.32,,682
1704,8396.35,3.942,3.534,3446.352,4328.35,,681
1704,8346.82,3.942,3.534,3452.351,4328.35,,680
1704,8396.32,3.942,3.533,3442.72,4328.32,,679
1704,8396.35,3.942,3.532,3440.352,4328.35,,678
1704,8396.35,3.942,3.532,3434.351,4328.35,,677
1692,8396.31,3.942,3.533,3428.312,4328.31,,676
1692,8396.32,3.942,3.532,3421.12,4292.35,,675
1692,8396.32,3.942,3.533,3410.32,4292.32,,674
1692,8396.29,3.943,3.533,3399.489,4292.29,,673
1692,8396.33,3.942,3.534,3392.328,4292.33,,672
1656,1124.35,3.913,4.3,5480.352,5.98,,670
1668,8180.35,3.936,3.546,3248.352,4112.35,,669
1668,8288.22,3.938,3.538,3314.223,4184.22,,668
1668,8324.32,3.938,3.537,3320.32,4220.32,,667
1668,8324.35,3.939,3.538,3320.351,4220.35,,666
1668,8324.35,3.939,3.537,3320.352,4220.35,,665
1668,8324.32,3.939,3.537,3314.321,4184.32,,664
1656,8360.35,3.938,3.537,3305.948,4184.35,,663
1656,8360.35,3.939,3.537,3296.351,4184.35,,662
1656,8324.32,3.938,3.539,3284.32,4184.32,,661
1656,8360.35,3.938,3.539,3278.352,4148.35,,660
1656,8360.35,3.939,3.541,3269.952,4148.35,,659
1656,8360.32,3.938,3.541,3266.32,4148.32,,658
1644,8324.33,3.938,3.54,3260.32,4148.32,,657
1653.92,8360.36,3.937,3.54,3255.559,4148.36,,656
1644.03,8324.33,3.937,3.54,3248.328,4148.33,,655
1644,8288.36,3.936,3.54,3248.36,4112.36,,654
1644,8288.36,3.936,3.54,3241.159,4112.36,,653
1644,8324.34,3.936,3.542,3233.944,4112.34,,652
1644,8324.33,3.935,3.542,3226.728,4112.33,,651
1632,8324.36,3.935,3.542,3224.359,4112.36,,650
1632,8288.39,3.935,3.542,3218.391,4112.39,,649
1637.62,8288.19,3.934,3.542,3212.219,4112.19,,648
1622.41,8582.02,3.934,3.84,3045,3997,,647
195951.07,72180,4.255,3.297,61020.002,72180,,646
1656,10268.32,3.922,3.509,3903.52,4976.32,,645
